1.319289,-4.086668,-0.682391,-1.349618,-4.086668,-0.682391,0.353690,-4.704352,-1.105281,-0.622817,-4.649641,-0.896857,-0.074738,-4.150204,-0.896857,3.251680,0.310580,0.241461,-3.154615,-0.475242,-0.234254
1.215089,-3.522423,-0.472729,-1.278281,-3.497905,-0.698185,0.409168,-4.113604,-0.916808,-0.590832,-4.113604,-0.916808,-0.349346,-3.894176,-1.334765,2.864733,0.204591,0.247989,-2.828927,-0.253923,-0.240116
1.073761,-2.257996,-0.000000,-0.741949,-2.340184,-0.192252,0.556818,-2.710028,-0.192252,-0.346907,-2.933304,-0.557530,0.006195,-2.655236,-0.557530,2.029527,0.210567,0.199118,-1.899732,-0.125444,-0.000000
1.965902,-3.552299,0.565878,-1.210733,-3.652541,0.278448,0.064001,-4.966150,-0.785473,-0.745669,-4.685797,-0.269880,0.064971,-4.012783,-0.000000,3.183588,-0.065783,-0.000000,-3.058802,0.223454,0.278448
1.466844,-4.050491,0.000000,-1.400170,-3.847966,-0.000000,-0.006061,-5.041633,-0.818281,-0.767801,-4.679160,-0.281284,-0.177105,-4.213987,-0.281284,3.038910,-0.293239,-0.281284,-3.333737,0.000000,0.000000
1.844188,-3.243526,0.536563,-0.847572,-3.180144,0.536563,0.325439,-4.331739,-0.503544,-0.640212,-4.253670,-0.255706,-0.203283,-3.915370,-0.503544,2.969978,-0.061369,0.000000,-2.969978,-0.061369,0.000000
1.187895,-3.923063,-0.274364,-1.323044,-3.636009,-0.000000,-0.079480,-4.850957,-1.046804,-0.895030,-4.571591,-0.540018,-0.611605,-4.372044,-1.046804,2.799529,-0.282938,-0.274364,-3.275094,-0.220177,-0.274364
0.940540,-2.677022,-0.224136,-0.818511,-2.534976,0.000000,0.221153,-3.285223,-0.440674,-0.748697,-3.410030,-0.649994,-0.516996,-3.211876,-0.852451,2.309370,0.142767,0.232141,-1.954281,0.192387,0.232141
1.304550,-3.278537,-0.256913,-1.482547,-3.522408,-0.745878,-0.042819,-4.230642,-1.204282,-1.042819,-4.230642,-1.204282,-0.651726,-3.991250,-1.422905,2.890030,0.275075,0.265773,-2.737556,-0.265905,-0.256913
0.765397,-4.520498,-1.038479,-1.803015,-4.097298,-0.639703,-0.420545,-5.277550,-1.599257,-1.334993,-5.111473,-1.230198,-0.678887,-4.613243,-1.230198,3.257747,-0.179916,0.000000,-3.109250,0.226374,0.225248
0.850772,-3.893218,-0.750681,-1.610127,-3.703371,-0.570517,-0.121905,-4.554539,-1.097149,-1.099049,-4.428225,-0.926165,-0.400363,-3.994560,-0.750681,2.905413,-0.106972,-0.000000,-2.905413,0.053486,-0.000000
0.971890,-3.537291,-0.699761,-1.167653,-3.281063,-0.182130,0.125000,-4.249432,-1.022727,-0.875000,-4.249432,-1.022727,-0.147727,-3.726226,-0.699761,2.757576,-0.000000,-0.000000,-2.644526,0.188196,0.187260
0.608027,-3.873814,-0.969969,-1.600201,-3.640480,-0.505622,-0.385716,-4.560638,-1.397897,-1.379930,-4.533000,-1.294093,-1.006257,-4.151602,-1.599516,2.840200,-0.212997,-0.130573,-2.768494,0.258234,0.270048
1.337461,-4.405941,-0.246831,-1.753417,-4.214338,-0.246831,-0.575940,-5.538527,-1.382256,-1.463080,-5.385828,-0.946751,-0.797725,-4.834641,-0.946751,2.797042,-0.556142,-0.719925,-3.324830,0.196285,0.254091
0.890737,-3.045038,-0.260845,-1.356552,-2.985196,-0.386496,-0.060553,-3.652201,-0.628822,-1.053660,-3.660967,-0.745709,-0.384196,-3.266157,-0.509119,2.188199,-0.263127,-0.260845,-2.485525,-0.094088,-0.132053
1.112613,-3.803534,-0.325819,-1.604359,-3.658748,-0.325819,-0.327903,-4.674495,-1.074067,-1.316119,-4.618878,-0.931460,-0.725619,-4.204960,-0.931460,2.590264,-0.439320,-0.482769,-3.104651,-0.117524,-0.164946
0.712092,-2.927700,-0.271177,-1.481433,-2.808721,-0.271177,-0.474531,-3.690566,-0.893291,-1.467769,-3.699681,-1.009032,-0.994084,-3.404539,-1.009032,1.964084,-0.204890,-0.401744,-2.396227,-0.297609,-0.137305
1.668868,-3.289986,0.546396,-1.191368,-3.322942,0.359407,0.178552,-4.065360,-0.172792,-0.798682,-3.942246,0.000000,-0.249588,-3.537913,0.000000,1.974182,-0.825924,-0.821815,-2.486438,0.601718,0.546396
2.142485,-3.231628,0.989855,-1.034443,-3.143564,0.577861,0.475834,-4.171406,0.380104,-0.485118,-3.977851,0.577861,-0.193108,-3.764157,0.187551,2.180124,-0.760868,-0.703897,-2.261268,1.055680,0.989855
1.582689,-3.680537,0.403900,-1.434652,-3.547775,0.199257,-0.207205,-4.808039,-0.383187,-0.873780,-4.342811,0.199257,-0.387445,-4.091000,0.000000,2.071838,-0.821936,-0.922487,-2.530690,0.952699,0.830238
0.915285,-2.956697,0.000000,-1.082676,-2.645870,0.170550,-0.170708,-3.595353,-0.326887,-0.339573,-3.102918,0.526923,-0.261510,-3.044956,0.000000,1.605577,-0.692957,-0.636105,-1.978889,0.539437,0.526923
2.101124,-3.406094,1.010336,-1.297826,-3.364149,0.490088,-0.218037,-4.853264,-0.234542,-1.094530,-4.432847,0.000000,-1.043857,-4.538025,-0.684081,1.803674,-1.254642,-1.109321,-2.421233,0.895525,0.746271
2.227360,-3.238121,1.224821,-0.909612,-3.057878,0.965011,-0.268285,-4.764188,-0.224263,-1.179458,-4.418543,0.000000,-1.122100,-4.453715,-0.654357,1.757392,-1.206143,-1.061512,-2.223099,1.058496,0.965011
1.899686,-3.253004,0.846861,-1.211743,-3.355720,0.555468,-0.175629,-4.662180,-0.264915,-1.020415,-4.197254,0.000000,-0.677987,-4.089963,-0.264915,1.598096,-1.356036,-1.247790,-2.248886,1.082923,0.846861
2.157720,-2.522450,1.301574,-0.619853,-2.564145,1.023611,-0.159895,-4.034950,-0.235910,-0.530777,-3.462080,0.495025,-0.391436,-3.453726,-0.000000,1.961483,-0.647193,-0.464562,-1.954386,0.903065,0.754913
